LineId,Content,EventId,EventTemplate,ContentWithHeader,EventTemplateWithHeader
1602,hdfs rm -r: /usr/hdp/3.0.1.0-187/hadoop/bin/hadoop --config /usr/hdp/3.0.1.0-187/hadoop/etc/hadoop fs -rm -r -skipTrash hdfs://cuhkcluster/dataspace/team7/HiBench/Pagerank/Output,s14,hdfs rm -r: <*> --config <*> fs -rm -r -skipTrash <*>,hdfs rm -r: /usr/hdp/3.0.1.0-187/hadoop/bin/hadoop --config /usr/hdp/3.0.1.0-187/hadoop/etc/hadoop fs -rm -r -skipTrash hdfs://cuhkcluster/dataspace/team7/HiBench/Pagerank/Output,hdfs rm -r: <*> --config <*> fs -rm -r -skipTrash <*>
1603,Deleted hdfs://cuhkcluster/dataspace/team7/HiBench/Pagerank/Output,s15,Deleted <*>,Deleted hdfs://cuhkcluster/dataspace/team7/HiBench/Pagerank/Output,Deleted <*>
1604,hdfs du -s: /usr/hdp/3.0.1.0-187/hadoop/bin/hadoop --config /usr/hdp/3.0.1.0-187/hadoop/etc/hadoop fs -du -s hdfs://cuhkcluster/dataspace/team7/HiBench/Pagerank/Input,s40,hdfs du -s: <*> --config <*> fs -du -s <*>,hdfs du -s: /usr/hdp/3.0.1.0-187/hadoop/bin/hadoop --config /usr/hdp/3.0.1.0-187/hadoop/etc/hadoop fs -du -s hdfs://cuhkcluster/dataspace/team7/HiBench/Pagerank/Input,hdfs du -s: <*> --config <*> fs -du -s <*>
1605,Submit MapReduce Job: /usr/hdp/3.0.1.0-187/hadoop/bin/hadoop --config /usr/hdp/3.0.1.0-187/hadoop/etc/hadoop jar /home/team7/HiBench3/hadoopbench/pegasus/target/pegasus-2.0-SNAPSHOT.jar pegasus.PagerankNaive hdfs://cuhkcluster/dataspace/team7/HiBench/Pagerank/Input/edges hdfs://cuhkcluster/dataspace/team7/HiBench/Pagerank/Output 50 2 1 nosym new,s88,Submit MapReduce Job: <*> --config <*> jar <*> pegasus.PagerankNaive <*> nosym new,Submit MapReduce Job: /usr/hdp/3.0.1.0-187/hadoop/bin/hadoop --config /usr/hdp/3.0.1.0-187/hadoop/etc/hadoop jar /home/team7/HiBench3/hadoopbench/pegasus/target/pegasus-2.0-SNAPSHOT.jar pegasus.PagerankNaive hdfs://cuhkcluster/dataspace/team7/HiBench/Pagerank/Input/edges hdfs://cuhkcluster/dataspace/team7/HiBench/Pagerank/Output 50 2 1 nosym new,Submit MapReduce Job: <*> --config <*> jar <*> pegasus.PagerankNaive <*> nosym new
1606,-----===[PEGASUS: A Peta-Scale Graph Mining System]===-----,s75,-----===[PEGASUS: A Peta-Scale Graph Mining System]===-----,-----===[PEGASUS: A Peta-Scale Graph Mining System]===-----,-----===[PEGASUS: A Peta-Scale Graph Mining System]===-----
1607,"[PEGASUS] Computing PageRank. Max iteration = 1, threshold = 0.002, cur_iteration=1",s76,[PEGASUS] Computing PageRank. Max iteration = <*> threshold = <*> cur_iteration=<*>,"[PEGASUS] Computing PageRank. Max iteration = 1, threshold = 0.002, cur_iteration=1",[PEGASUS] Computing PageRank. Max iteration = <*> threshold = <*> cur_iteration=<*>
1608,Creating initial pagerank vectors...........,s77,Creating initial pagerank vectors...........,Creating initial pagerank vectors...........,Creating initial pagerank vectors...........
1609,Connecting to Application History server at manager.cuhk.com/10.26.10.201:10200,s17,Connecting to Application History server at <*>,22/11/22 21:57:10 INFO client.AHSProxy: Connecting to Application History server at manager.cuhk.com/10.26.10.201:10200,<*> INFO <*>: Connecting to Application History server at <*>
1610,Connecting to Application History server at manager.cuhk.com/10.26.10.201:10200,s17,Connecting to Application History server at <*>,22/11/22 21:57:10 INFO client.AHSProxy: Connecting to Application History server at manager.cuhk.com/10.26.10.201:10200,<*> INFO <*>: Connecting to Application History server at <*>
1611,"Created token for team7: HDFS_DELEGATION_TOKEN owner=team7@BIGDATA, renewer=yarn, realUser=, issueDate=1668520919701, maxDate=1669125719701, sequenceNumber=8483472, masterKeyId=1037 on ha-hdfs:cuhkcluster",s18,"Created token for <*>: <*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*> on <*>","22/11/22 21:57:10 INFO hdfs.DFSClient: Created token for team7: HDFS_DELEGATION_TOKEN owner=team7@BIGDATA, renewer=yarn, realUser=, issueDate=1668520919701, maxDate=1669125719701, sequenceNumber=8483472, masterKeyId=1037 on ha-hdfs:cuhkcluster","<*> INFO <*>: Created token for <*>: <*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*> on <*>"
1612,"Getting new token from http://manager.cuhk.com:9292/kms/v1/, renewer:rm/master1.cuhk.com@BIGDATA",s19,Getting new token from <*> renewer:<*>,"22/11/22 21:57:10 INFO kms.KMSClientProvider: Getting new token from http://manager.cuhk.com:9292/kms/v1/, renewer:rm/master1.cuhk.com@BIGDATA",<*> INFO <*>: Getting new token from <*> renewer:<*>
1613,"New token received: (Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team7, renewer=yarn, realUser=, issueDate=1668520919776, maxDate=1669125719776, sequenceNumber=71793, masterKeyId=648))",s21,"New token received: (Kind: <*> Service: <*> Ident: (kms-dt owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>))","22/11/22 21:57:10 INFO kms.KMSClientProvider: New token received: (Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team7, renewer=yarn, realUser=, issueDate=1668520919776, maxDate=1669125719776, sequenceNumber=71793, masterKeyId=648))","<*> INFO <*>: New token received: (Kind: <*> Service: <*> Ident: (kms-dt owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>))"
1614,"Got dt for hdfs://cuhkcluster; Kind: HDFS_DELEGATION_TOKEN, Service: ha-hdfs:cuhkcluster, Ident: (token for team7: HDFS_DELEGATION_TOKEN owner=team7@BIGDATA, renewer=yarn, realUser=, issueDate=1668520919701, maxDate=1669125719701, sequenceNumber=8483472, masterKeyId=1037)",s89,"Got dt for <*>; Kind: <*> Service: <*> Ident: (token for team7: <*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>)","22/11/22 21:57:10 INFO security.TokenCache: Got dt for hdfs://cuhkcluster; Kind: HDFS_DELEGATION_TOKEN, Service: ha-hdfs:cuhkcluster, Ident: (token for team7: HDFS_DELEGATION_TOKEN owner=team7@BIGDATA, renewer=yarn, realUser=, issueDate=1668520919701, maxDate=1669125719701, sequenceNumber=8483472, masterKeyId=1037)","<*> INFO <*>: Got dt for <*>; Kind: <*> Service: <*> Ident: (token for team7: <*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>)"
1615,"Got dt for hdfs://cuhkcluster; Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team7, renewer=yarn, realUser=, issueDate=1668520919776, maxDate=1669125719776, sequenceNumber=71793, masterKeyId=648)",s22,"Got dt for <*>; Kind: <*> Service: <*> Ident: (<*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>)","22/11/22 21:57:10 INFO security.TokenCache: Got dt for hdfs://cuhkcluster; Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team7, renewer=yarn, realUser=, issueDate=1668520919776, maxDate=1669125719776, sequenceNumber=71793, masterKeyId=648)","<*> INFO <*>: Got dt for <*>; Kind: <*> Service: <*> Ident: (<*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>)"
1616,Disabling Erasure Coding for path: /user/team7/.staging/job_1668496639954_0406,s23,Disabling Erasure Coding for path: <*>,22/11/22 21:57:10 INFO mapreduce.JobResourceUploader: Disabling Erasure Coding for path: /user/team7/.staging/job_1668496639954_0406,<*> INFO <*>: Disabling Erasure Coding for path: <*>
1617,Total input files to process : 2,s17,Total input files to process : <*>,22/11/22 21:57:10 INFO mapred.FileInputFormat: Total input files to process : 2,<*> INFO <*>: Total input files to process : <*>
1618,number of splits:3,s25,number of splits:<*>,22/11/22 21:57:10 INFO mapreduce.JobSubmitter: number of splits:3,<*> INFO <*>: number of splits:<*>
1619,Submitting tokens for job: job_1668496639954_0406,s26,Submitting tokens for job: <*>,22/11/22 21:57:10 INFO mapreduce.JobSubmitter: Submitting tokens for job: job_1668496639954_0406,<*> INFO <*>: Submitting tokens for job: <*>
1620,"Executing with tokens: [Kind: HDFS_DELEGATION_TOKEN, Service: ha-hdfs:cuhkcluster, Ident: (token for team7: HDFS_DELEGATION_TOKEN owner=team7@BIGDATA, renewer=yarn, realUser=, issueDate=1668520919701, maxDate=1669125719701, sequenceNumber=8483472, masterKeyId=1037), Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team7, renewer=yarn, realUser=, issueDate=1668520919776, maxDate=1669125719776, sequenceNumber=71793, masterKeyId=648)]",s27,"Executing with tokens: [Kind: <*> Service: <*> Ident: (token for team7: <*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>), Kind: kms-dt, Service: <*> Ident: (kms-dt owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>)]","22/11/22 21:57:10 INFO mapreduce.JobSubmitter: Executing with tokens: [Kind: HDFS_DELEGATION_TOKEN, Service: ha-hdfs:cuhkcluster, Ident: (token for team7: HDFS_DELEGATION_TOKEN owner=team7@BIGDATA, renewer=yarn, realUser=, issueDate=1668520919701, maxDate=1669125719701, sequenceNumber=8483472, masterKeyId=1037), Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team7, renewer=yarn, realUser=, issueDate=1668520919776, maxDate=1669125719776, sequenceNumber=71793, masterKeyId=648)]","<*> INFO <*>: Executing with tokens: [Kind: <*> Service: <*> Ident: (token for team7: <*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>), Kind: kms-dt, Service: <*> Ident: (kms-dt owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>)]"
1621,found resource resource-types.xml at file:/usr/hdp/3.0.1.0-187/hadoop/etc/hadoop/resource-types.xml,s28,found resource <*> at <*>,22/11/22 21:57:11 INFO conf.Configuration: found resource resource-types.xml at file:/usr/hdp/3.0.1.0-187/hadoop/etc/hadoop/resource-types.xml,<*> INFO <*>: found resource <*> at <*>
1622,Timeline service address: manager.cuhk.com:8188,s29,Timeline service address: <*>,22/11/22 21:57:11 INFO impl.TimelineClientImpl: Timeline service address: manager.cuhk.com:8188,<*> INFO <*>: Timeline service address: <*>
1623,Submitted application application_1668496639954_0406,s30,Submitted application <*>,22/11/22 21:57:11 INFO impl.YarnClientImpl: Submitted application application_1668496639954_0406,<*> INFO <*>: Submitted application <*>
1624,The url to track the job: http://master1.cuhk.com:8088/proxy/application_1668496639954_0406/,s31,The url to track the job: <*>,22/11/22 21:57:11 INFO mapreduce.Job: The url to track the job: http://master1.cuhk.com:8088/proxy/application_1668496639954_0406/,<*> INFO <*>: The url to track the job: <*>
1625,Running job: job_1668496639954_0406,s32,Running job: <*>,22/11/22 21:57:11 INFO mapreduce.Job: Running job: job_1668496639954_0406,<*> INFO <*>: Running job: <*>
1626,Job job_1668496639954_0406 running in uber mode : false,s33,Job <*> running in uber mode : <*>,22/11/22 21:57:19 INFO mapreduce.Job: Job job_1668496639954_0406 running in uber mode : false,<*> INFO <*>: Job <*> running in uber mode : <*>
1627,map 0% reduce 0%,s34,map <*> reduce <*>,22/11/22 21:57:19 INFO mapreduce.Job:  map 0% reduce 0%,<*> INFO <*>: map <*> reduce <*>
1628,map 100% reduce 0%,s34,map <*> reduce <*>,22/11/22 21:57:28 INFO mapreduce.Job:  map 100% reduce 0%,<*> INFO <*>: map <*> reduce <*>
1629,map 100% reduce 100%,s34,map <*> reduce <*>,22/11/22 21:57:33 INFO mapreduce.Job:  map 100% reduce 100%,<*> INFO <*>: map <*> reduce <*>
1630,Job job_1668496639954_0406 completed successfully,s35,Job <*> completed successfully,22/11/22 21:57:34 INFO mapreduce.Job: Job job_1668496639954_0406 completed successfully,<*> INFO <*>: Job <*> completed successfully
1631,Connecting to Application History server at manager.cuhk.com/10.26.10.201:10200,s17,Connecting to Application History server at <*>,22/11/22 21:57:34 INFO client.AHSProxy: Connecting to Application History server at manager.cuhk.com/10.26.10.201:10200,<*> INFO <*>: Connecting to Application History server at <*>
1632,Connecting to Application History server at manager.cuhk.com/10.26.10.201:10200,s17,Connecting to Application History server at <*>,22/11/22 21:57:34 INFO client.AHSProxy: Connecting to Application History server at manager.cuhk.com/10.26.10.201:10200,<*> INFO <*>: Connecting to Application History server at <*>
1633,"Created token for team7: HDFS_DELEGATION_TOKEN owner=team7@BIGDATA, renewer=yarn, realUser=, issueDate=1668520943710, maxDate=1669125743710, sequenceNumber=8483478, masterKeyId=1037 on ha-hdfs:cuhkcluster",s18,"Created token for <*>: <*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*> on <*>","22/11/22 21:57:34 INFO hdfs.DFSClient: Created token for team7: HDFS_DELEGATION_TOKEN owner=team7@BIGDATA, renewer=yarn, realUser=, issueDate=1668520943710, maxDate=1669125743710, sequenceNumber=8483478, masterKeyId=1037 on ha-hdfs:cuhkcluster","<*> INFO <*>: Created token for <*>: <*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*> on <*>"
1634,"Getting new token from http://manager.cuhk.com:9292/kms/v1/, renewer:rm/master1.cuhk.com@BIGDATA",s19,Getting new token from <*> renewer:<*>,"22/11/22 21:57:34 INFO kms.KMSClientProvider: Getting new token from http://manager.cuhk.com:9292/kms/v1/, renewer:rm/master1.cuhk.com@BIGDATA",<*> INFO <*>: Getting new token from <*> renewer:<*>
1635,"New token received: (Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team7, renewer=yarn, realUser=, issueDate=1668520943728, maxDate=1669125743728, sequenceNumber=71796, masterKeyId=648))",s21,"New token received: (Kind: <*> Service: <*> Ident: (kms-dt owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>))","22/11/22 21:57:34 INFO kms.KMSClientProvider: New token received: (Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team7, renewer=yarn, realUser=, issueDate=1668520943728, maxDate=1669125743728, sequenceNumber=71796, masterKeyId=648))","<*> INFO <*>: New token received: (Kind: <*> Service: <*> Ident: (kms-dt owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>))"
1636,"Got dt for hdfs://cuhkcluster; Kind: HDFS_DELEGATION_TOKEN, Service: ha-hdfs:cuhkcluster, Ident: (token for team7: HDFS_DELEGATION_TOKEN owner=team7@BIGDATA, renewer=yarn, realUser=, issueDate=1668520943710, maxDate=1669125743710, sequenceNumber=8483478, masterKeyId=1037)",s89,"Got dt for <*>; Kind: <*> Service: <*> Ident: (token for team7: <*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>)","22/11/22 21:57:34 INFO security.TokenCache: Got dt for hdfs://cuhkcluster; Kind: HDFS_DELEGATION_TOKEN, Service: ha-hdfs:cuhkcluster, Ident: (token for team7: HDFS_DELEGATION_TOKEN owner=team7@BIGDATA, renewer=yarn, realUser=, issueDate=1668520943710, maxDate=1669125743710, sequenceNumber=8483478, masterKeyId=1037)","<*> INFO <*>: Got dt for <*>; Kind: <*> Service: <*> Ident: (token for team7: <*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>)"
1637,"Got dt for hdfs://cuhkcluster; Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team7, renewer=yarn, realUser=, issueDate=1668520943728, maxDate=1669125743728, sequenceNumber=71796, masterKeyId=648)",s22,"Got dt for <*>; Kind: <*> Service: <*> Ident: (<*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>)","22/11/22 21:57:34 INFO security.TokenCache: Got dt for hdfs://cuhkcluster; Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team7, renewer=yarn, realUser=, issueDate=1668520943728, maxDate=1669125743728, sequenceNumber=71796, masterKeyId=648)","<*> INFO <*>: Got dt for <*>; Kind: <*> Service: <*> Ident: (<*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>)"
1638,Disabling Erasure Coding for path: /user/team7/.staging/job_1668496639954_0409,s23,Disabling Erasure Coding for path: <*>,22/11/22 21:57:34 INFO mapreduce.JobResourceUploader: Disabling Erasure Coding for path: /user/team7/.staging/job_1668496639954_0409,<*> INFO <*>: Disabling Erasure Coding for path: <*>
1639,Total input files to process : 2,s17,Total input files to process : <*>,22/11/22 21:57:34 INFO mapred.FileInputFormat: Total input files to process : 2,<*> INFO <*>: Total input files to process : <*>
1640,number of splits:2,s25,number of splits:<*>,22/11/22 21:57:34 INFO mapreduce.JobSubmitter: number of splits:2,<*> INFO <*>: number of splits:<*>
1641,Submitting tokens for job: job_1668496639954_0409,s26,Submitting tokens for job: <*>,22/11/22 21:57:34 INFO mapreduce.JobSubmitter: Submitting tokens for job: job_1668496639954_0409,<*> INFO <*>: Submitting tokens for job: <*>
1642,"Executing with tokens: [Kind: HDFS_DELEGATION_TOKEN, Service: ha-hdfs:cuhkcluster, Ident: (token for team7: HDFS_DELEGATION_TOKEN owner=team7@BIGDATA, renewer=yarn, realUser=, issueDate=1668520943710, maxDate=1669125743710, sequenceNumber=8483478, masterKeyId=1037), Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team7, renewer=yarn, realUser=, issueDate=1668520943728, maxDate=1669125743728, sequenceNumber=71796, masterKeyId=648)]",s27,"Executing with tokens: [Kind: <*> Service: <*> Ident: (token for team7: <*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>), Kind: kms-dt, Service: <*> Ident: (kms-dt owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>)]","22/11/22 21:57:34 INFO mapreduce.JobSubmitter: Executing with tokens: [Kind: HDFS_DELEGATION_TOKEN, Service: ha-hdfs:cuhkcluster, Ident: (token for team7: HDFS_DELEGATION_TOKEN owner=team7@BIGDATA, renewer=yarn, realUser=, issueDate=1668520943710, maxDate=1669125743710, sequenceNumber=8483478, masterKeyId=1037), Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team7, renewer=yarn, realUser=, issueDate=1668520943728, maxDate=1669125743728, sequenceNumber=71796, masterKeyId=648)]","<*> INFO <*>: Executing with tokens: [Kind: <*> Service: <*> Ident: (token for team7: <*> owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>), Kind: kms-dt, Service: <*> Ident: (kms-dt owner=<*>, renewer=<*>, realUser=<*>, issueDate=<*>, maxDate=<*>, sequenceNumber=<*>, masterKeyId=<*>)]"
1643,Timeline service address: manager.cuhk.com:8188,s29,Timeline service address: <*>,22/11/22 21:57:34 INFO impl.TimelineClientImpl: Timeline service address: manager.cuhk.com:8188,<*> INFO <*>: Timeline service address: <*>
1644,Submitted application application_1668496639954_0409,s30,Submitted application <*>,22/11/22 21:57:34 INFO impl.YarnClientImpl: Submitted application application_1668496639954_0409,<*> INFO <*>: Submitted application <*>
